DateKey,ModelKey,MetricName,MetricValue,MetricGoal,IsBreach,PSIDriftScore,PredictionVolume,P95LatencyMs,FeatureNullPct,TrainingDataAgeDays,ModelVersion
20260119,4,RMSEMins,13.3489,14.00,0,0.0536,180,36,0.249,4,1.4.0
20260119,5,AUC,0.8251,0.79,0,0.1089,74,119,0.496,3,1.2.0
20260119,6,Precision,0.7628,0.71,0,0.0668,82,68,0.551,1,2.0.0
20260119,7,MacroF1,0.8696,0.85,0,0.0729,34,348,0.242,2,1.1.0
20260119,8,AUC,0.7520,0.74,0,0.0726,254,45,0.306,4,1.0.0
20260120,1,MAPE,8.7046,12.00,0,0.0601,104,171,0.608,3,2.3.0
20260120,2,NDCG@5,0.8310,0.82,0,0.0962,851,51,0.267,3,3.1.0
20260120,3,QuoteAcceptRate,0.6546,0.62,0,0.0474,192,61,0.238,5,1.6.0
20260120,4,RMSEMins,12.9455,14.00,0,0.0311,163,31,0.538,5,1.4.0
20260120,5,AUC,0.7524,0.79,1,0.0784,67,137,0.296,4,1.2.0
20260120,6,Precision,0.7424,0.71,0,0.1011,74,80,0.460,2,2.0.0
20260120,7,MacroF1,0.8715,0.85,0,0.0997,31,304,0.435,3,1.1.0
20260120,8,AUC,0.7636,0.74,0,0.1069,229,48,0.764,5,1.0.0
20260121,1,MAPE,8.6869,12.00,0,0.0620,119,226,0.818,4,2.3.0
20260121,2,NDCG@5,0.8365,0.82,0,0.0284,978,49,0.614,4,3.1.0
20260121,3,QuoteAcceptRate,0.6658,0.62,0,0.0240,221,63,0.374,6,1.6.0
20260121,4,RMSEMins,12.9247,14.00,0,0.0709,187,39,0.380,6,1.4.0
20260121,5,AUC,0.8229,0.79,0,0.0639,76,170,0.222,5,1.2.0
20260121,6,Precision,0.6985,0.71,1,0.0529,85,88,0.491,3,2.0.0
20260121,7,MacroF1,0.8590,0.85,0,0.0631,36,313,0.495,4,1.1.0
20260121,8,AUC,0.7900,0.74,0,0.0510,264,44,0.485,6,1.0.0
20260122,1,MAPE,9.0459,12.00,0,0.0706,122,264,0.503,5,2.3.0
20260122,2,NDCG@5,0.8314,0.82,0,0.0402,1000,56,0.745,5,3.1.0
20260122,3,QuoteAcceptRate,0.6645,0.62,0,0.0818,226,58,0.285,0,1.6.0
20260122,4,RMSEMins,12.0328,14.00,0,0.0959,191,39,0.397,0,1.4.0
20260122,5,AUC,0.8458,0.79,0,0.0543,78,147,0.706,6,1.2.0
20260122,6,Precision,0.7447,0.71,0,0.0543,87,77,0.315,4,2.0.0
20260122,7,MacroF1,0.8777,0.85,0,0.0270,37,304,0.543,5,1.1.0
20260122,8,AUC,0.7512,0.74,0,0.0560,270,38,0.820,0,1.0.0
20260123,1,MAPE,8.7754,12.00,0,0.0368,113,177,0.442,6,2.3.0
20260123,2,NDCG@5,0.8134,0.82,1,0.0935,932,51,0.276,6,3.1.0
20260123,3,QuoteAcceptRate,0.6803,0.62,0,0.0710,211,49,0.264,1,1.6.0
20260123,4,RMSEMins,12.9293,14.00,0,0.0779,178,45,0.514,1,1.4.0
20260123,5,AUC,0.8107,0.79,0,0.0751,73,155,0.492,0,1.2.0
20260123,6,Precision,0.7447,0.71,0,0.0858,81,98,0.459,5,2.0.0
20260123,7,MacroF1,0.8667,0.85,0,0.0939,34,340,0.415,6,1.1.0
20260123,8,AUC,0.7820,0.74,0,0.0324,251,52,0.619,1,1.0.0
20260124,1,MAPE,9.1206,12.00,0,0.0646,129,200,0.722,0,2.3.0
20260124,2,NDCG@5,0.8312,0.82,0,0.0737,1058,43,0.842,0,3.1.0
20260124,3,QuoteAcceptRate,0.6877,0.62,0,0.0518,239,56,0.448,2,1.6.0
20260124,4,RMSEMins,12.7330,14.00,0,0.0669,202,41,0.547,2,1.4.0
20260124,5,AUC,0.8280,0.79,0,0.0909,83,153,0.720,1,1.2.0
20260124,6,Precision,0.7492,0.71,0,0.0464,92,67,0.446,6,2.0.0
20260124,7,MacroF1,0.8617,0.85,0,0.0720,39,367,0.304,0,1.1.0
20260124,8,AUC,0.7471,0.74,0,0.0854,285,43,0.207,2,1.0.0
20260125,1,MAPE,8.8047,12.00,0,0.0683,160,208,0.391,1,2.3.0
20260125,2,NDCG@5,0.8088,0.82,1,0.0880,1311,58,0.742,1,3.1.0
20260125,3,QuoteAcceptRate,0.6154,0.62,1,0.0689,296,77,0.480,3,1.6.0
20260125,4,RMSEMins,13.2938,14.00,0,0.0585,251,36,0.400,3,1.4.0
20260125,5,AUC,0.8198,0.79,0,0.0811,103,138,0.803,2,1.2.0
20260125,6,Precision,0.7455,0.71,0,0.0293,114,92,0.478,0,2.0.0
20260125,7,MacroF1,0.8873,0.85,0,0.0717,48,462,0.352,1,1.1.0
20260125,8,AUC,0.7426,0.74,0,0.0340,353,38,0.678,3,1.0.0
20260126,1,MAPE,9.7325,12.00,0,0.0574,106,200,0.486,2,2.3.0
20260126,2,NDCG@5,0.8166,0.82,1,0.0374,874,54,0.647,2,3.1.0
20260126,3,QuoteAcceptRate,0.6724,0.62,0,0.0631,198,42,0.454,4,1.6.0
20260126,4,RMSEMins,13.4458,14.00,0,0.0708,167,34,0.558,4,1.4.0
20260126,5,AUC,0.8219,0.79,0,0.0299,68,164,0.431,3,1.2.0
20260126,6,Precision,0.7697,0.71,0,0.1085,76,67,0.701,1,2.0.0
20260126,7,MacroF1,0.8709,0.85,0,0.0629,32,324,0.395,2,1.1.0
20260126,8,AUC,0.6936,0.74,1,0.0804,236,41,0.491,4,1.0.0
20260127,1,MAPE,8.3999,12.00,0,0.0580,71,192,0.458,3,2.3.0
20260127,2,NDCG@5,0.8269,0.82,0,0.1034,586,42,0.219,3,3.1.0
20260127,3,QuoteAcceptRate,0.6507,0.62,0,0.0967,133,58,0.784,5,1.6.0
20260127,4,RMSEMins,12.2983,14.00,0,0.0664,112,49,0.485,5,1.4.0
20260127,5,AUC,0.8156,0.79,0,0.0246,46,160,0.415,4,1.2.0
20260127,6,Precision,0.7111,0.71,0,0.0480,51,69,0.309,2,2.0.0
20260127,7,MacroF1,0.8617,0.85,0,0.1059,21,363,0.650,3,1.1.0
20260127,8,AUC,0.7539,0.74,0,0.0324,158,52,0.664,5,1.0.0
20260128,1,MAPE,8.6125,12.00,0,0.0540,88,168,0.569,4,2.3.0
20260128,2,NDCG@5,0.8237,0.82,0,0.0358,724,48,0.300,4,3.1.0
20260128,3,QuoteAcceptRate,0.6745,0.62,0,0.0359,164,57,0.550,6,1.6.0
20260128,4,RMSEMins,12.8462,14.00,0,0.0724,139,40,0.514,6,1.4.0
20260128,5,AUC,0.8167,0.79,0,0.1083,57,175,0.348,5,1.2.0
20260128,6,Precision,0.7270,0.71,0,0.0966,63,83,0.452,3,2.0.0
20260128,7,MacroF1,0.8757,0.85,0,0.0772,26,354,0.364,4,1.1.0
20260128,8,AUC,0.7569,0.74,0,0.0983,195,45,0.685,6,1.0.0
20260129,1,MAPE,8.1925,12.00,0,0.0417,78,203,0.612,5,2.3.0
20260129,2,NDCG@5,0.8115,0.82,1,0.0643,644,50,0.449,5,3.1.0
20260129,3,QuoteAcceptRate,0.6740,0.62,0,0.0826,146,53,0.471,0,1.6.0
20260129,4,RMSEMins,12.6775,14.00,0,0.0959,123,49,0.382,0,1.4.0
20260129,5,AUC,0.8219,0.79,0,0.0404,50,157,0.807,6,1.2.0
20260129,6,Precision,0.7921,0.71,0,0.0529,56,89,0.385,4,2.0.0
20260129,7,MacroF1,0.8653,0.85,0,0.0707,24,330,0.583,5,1.1.0
20260129,8,AUC,0.7532,0.74,0,0.0638,174,54,0.753,0,1.0.0
20260130,1,MAPE,8.9264,12.00,0,0.0678,91,224,0.262,6,2.3.0
20260130,2,NDCG@5,0.8308,0.82,0,0.0950,748,52,0.592,6,3.1.0
20260130,3,QuoteAcceptRate,0.6620,0.62,0,0.0318,169,52,0.298,1,1.6.0
20260130,4,RMSEMins,12.3800,14.00,0,0.1005,143,33,0.498,1,1.4.0
20260130,5,AUC,0.7983,0.79,0,0.0610,58,151,0.351,0,1.2.0
20260130,6,Precision,0.7407,0.71,0,0.0472,65,62,0.816,5,2.0.0
20260130,7,MacroF1,0.8769,0.85,0,0.0311,27,389,0.461,6,1.1.0
20260130,8,AUC,0.7769,0.74,0,0.0539,202,43,0.427,1,1.0.0
20260131,1,MAPE,8.4415,12.00,0,0.0549,118,223,0.467,0,2.3.0
20260131,2,NDCG@5,0.8339,0.82,0,0.0412,966,46,0.478,0,3.1.0
20260131,3,QuoteAcceptRate,0.6491,0.62,0,0.0390,218,58,0.828,2,1.6.0
20260131,4,RMSEMins,12.5566,14.00,0,0.0503,185,37,0.636,2,1.4.0
20260131,5,AUC,0.7538,0.79,1,0.0307,76,175,0.540,1,1.2.0
20260131,6,Precision,0.7252,0.71,0,0.0385,84,78,0.524,6,2.0.0
20260131,7,MacroF1,0.8758,0.85,0,0.0528,35,311,0.262,0,1.1.0
20260131,8,AUC,0.7786,0.74,0,0.0525,260,54,0.243,2,1.0.0
20260201,1,MAPE,9.6467,12.00,0,0.0500,169,185,0.803,1,2.3.0
20260201,2,NDCG@5,0.8277,0.82,0,0.0956,1392,55,0.819,1,3.1.0
20260201,3,QuoteAcceptRate,0.6567,0.62,0,0.0479,315,65,0.285,3,1.6.0
20260201,4,RMSEMins,12.5797,14.00,0,0.0218,266,45,0.731,3,1.4.0
20260201,5,AUC,0.8386,0.79,0,0.0945,109,167,0.489,2,1.2.0
20260201,6,Precision,0.7823,0.71,0,0.1011,121,68,0.744,0,2.0.0
20260201,7,MacroF1,0.8728,0.85,0,0.0717,51,422,0.446,1,1.1.0
20260201,8,AUC,0.7361,0.74,1,0.0584,375,42,0.784,3,1.0.0
20260202,1,MAPE,8.4513,12.00,0,0.0663,120,203,0.235,2,2.3.0
20260202,2,NDCG@5,0.8272,0.82,0,0.0630,989,55,0.398,2,3.1.0
20260202,3,QuoteAcceptRate,0.6601,0.62,0,0.0954,224,72,0.369,4,1.6.0
20260202,4,RMSEMins,11.8452,14.00,0,0.1032,189,44,0.237,4,1.4.0
20260202,5,AUC,0.8194,0.79,0,0.0957,77,139,0.262,3,1.2.0
20260202,6,Precision,0.7224,0.71,0,0.1093,86,59,0.305,1,2.0.0
20260202,7,MacroF1,0.8667,0.85,0,0.0434,36,345,0.596,2,1.1.0
20260202,8,AUC,0.7651,0.74,0,0.0479,267,37,0.528,4,1.0.0
20260203,1,MAPE,8.6409,12.00,0,0.0694,122,169,0.556,3,2.3.0
20260203,2,NDCG@5,0.8168,0.82,1,0.0289,1000,45,0.728,3,3.1.0
20260203,3,QuoteAcceptRate,0.6556,0.62,0,0.0894,226,55,0.725,5,1.6.0
20260203,4,RMSEMins,12.3660,14.00,0,0.0627,191,36,0.755,5,1.4.0
20260203,5,AUC,0.8096,0.79,0,0.0951,78,141,0.281,4,1.2.0
20260203,6,Precision,0.7471,0.71,0,0.0809,87,70,0.757,2,2.0.0
20260203,7,MacroF1,0.9062,0.85,0,0.0903,37,339,0.320,3,1.1.0
20260203,8,AUC,0.7652,0.74,0,0.0723,270,39,0.651,5,1.0.0
20260204,1,MAPE,8.7625,12.00,0,0.0619,123,222,0.734,4,2.3.0
20260204,2,NDCG@5,0.8238,0.82,0,0.0446,1012,61,0.295,4,3.1.0
20260204,3,QuoteAcceptRate,0.6468,0.62,0,0.0879,229,55,0.738,6,1.6.0
20260204,4,RMSEMins,13.5755,14.00,0,0.0477,194,34,0.455,6,1.4.0
20260204,5,AUC,0.7855,0.79,1,0.1069,79,149,0.774,5,1.2.0
20260204,6,Precision,0.7663,0.71,0,0.0338,88,62,0.259,3,2.0.0
20260204,7,MacroF1,0.8789,0.85,0,0.1063,37,273,0.292,4,1.1.0
20260204,8,AUC,0.7819,0.74,0,0.1089,273,41,0.468,6,1.0.0
20260205,1,MAPE,9.0197,12.00,0,0.0396,109,279,0.849,5,2.3.0
20260205,2,NDCG@5,0.8323,0.82,0,0.0559,897,50,0.234,5,3.1.0
20260205,3,QuoteAcceptRate,0.6922,0.62,0,0.0717,203,63,0.479,0,1.6.0
20260205,4,RMSEMins,12.9183,14.00,0,0.1044,172,40,0.598,0,1.4.0
20260205,5,AUC,0.8299,0.79,0,0.0528,70,151,0.539,6,1.2.0
20260205,6,Precision,0.7631,0.71,0,0.0854,78,73,0.303,4,2.0.0
20260205,7,MacroF1,0.8652,0.85,0,0.0237,33,317,0.331,5,1.1.0
20260205,8,AUC,0.7597,0.74,0,0.0418,242,46,0.591,0,1.0.0
20260206,1,MAPE,9.6841,12.00,0,0.0502,115,180,0.405,6,2.3.0
20260206,2,NDCG@5,0.8218,0.82,0,0.1035,943,46,0.747,6,3.1.0
20260206,3,QuoteAcceptRate,0.6673,0.62,0,0.0961,213,72,0.821,1,1.6.0
20260206,4,RMSEMins,12.2798,14.00,0,0.0820,180,32,0.527,1,1.4.0
20260206,5,AUC,0.8067,0.79,0,0.1091,74,164,0.314,0,1.2.0
20260206,6,Precision,0.7580,0.71,0,0.0495,82,80,0.292,5,2.0.0
20260206,7,MacroF1,0.8824,0.85,0,0.0323,34,378,0.554,6,1.1.0
20260206,8,AUC,0.7448,0.74,0,0.0346,254,62,0.607,1,1.0.0
20260207,1,MAPE,9.4913,12.00,0,0.0379,165,196,0.358,0,2.3.0
20260207,2,NDCG@5,0.8137,0.82,1,0.0435,1357,49,0.232,0,3.1.0
20260207,3,QuoteAcceptRate,0.6744,0.62,0,0.0718,307,46,0.265,2,1.6.0
20260207,4,RMSEMins,13.0390,14.00,0,0.0497,260,48,0.214,2,1.4.0
20260207,5,AUC,0.8110,0.79,0,0.0969,106,164,0.554,1,1.2.0
20260207,6,Precision,0.7320,0.71,0,0.0454,118,74,0.379,6,2.0.0
20260207,7,MacroF1,0.8677,0.85,0,0.0652,50,402,0.514,0,1.1.0
20260207,8,AUC,0.7814,0.74,0,0.1095,366,43,0.435,2,1.0.0
20260208,1,MAPE,9.2235,12.00,0,0.0453,181,252,0.650,1,2.3.0
20260208,2,NDCG@5,0.8296,0.82,0,0.0294,1484,39,0.678,1,3.1.0
20260208,3,QuoteAcceptRate,0.6493,0.62,0,0.0744,335,63,0.411,3,1.6.0
20260208,4,RMSEMins,12.0461,14.00,0,0.0906,284,37,0.569,3,1.4.0
20260208,5,AUC,0.8290,0.79,0,0.1098,116,169,0.350,2,1.2.0
20260208,6,Precision,0.7162,0.71,0,0.0917,129,69,0.617,0,2.0.0
20260208,7,MacroF1,0.8647,0.85,0,0.0781,54,291,0.822,1,1.1.0
20260208,8,AUC,0.7832,0.74,0,0.0977,400,47,0.302,3,1.0.0
20260209,1,MAPE,8.7869,12.00,0,0.0611,99,181,0.288,2,2.3.0
20260209,2,NDCG@5,0.8344,0.82,0,0.0845,816,56,0.536,2,3.1.0
20260209,3,QuoteAcceptRate,0.6170,0.62,1,0.0974,185,67,0.217,4,1.6.0
20260209,4,RMSEMins,12.6888,14.00,0,0.0405,156,37,0.774,4,1.4.0
20260209,5,AUC,0.8237,0.79,0,0.0242,64,197,0.660,3,1.2.0
20260209,6,Precision,0.7690,0.71,0,0.0433,71,59,0.226,1,2.0.0
20260209,7,MacroF1,0.8741,0.85,0,0.1043,30,369,0.237,2,1.1.0
20260209,8,AUC,0.7891,0.74,0,0.0493,220,50,0.739,4,1.0.0
20260210,1,MAPE,8.2077,12.00,0,0.0399,127,176,0.666,3,2.3.0
20260210,2,NDCG@5,0.8343,0.82,0,0.0846,1046,62,0.635,3,3.1.0
20260210,3,QuoteAcceptRate,0.6429,0.62,0,0.0449,237,61,0.397,5,1.6.0
20260210,4,RMSEMins,12.7979,14.00,0,0.0423,200,41,0.515,5,1.4.0
20260210,5,AUC,0.8318,0.79,0,0.0534,82,137,0.651,4,1.2.0
20260210,6,Precision,0.7428,0.71,0,0.0528,91,73,0.225,2,2.0.0
20260210,7,MacroF1,0.8741,0.85,0,0.0610,38,388,0.521,3,1.1.0
20260210,8,AUC,0.7708,0.74,0,0.0828,282,45,0.243,5,1.0.0
20260211,1,MAPE,8.9071,12.00,0,0.0509,122,235,0.730,4,2.3.0
20260211,2,NDCG@5,0.8069,0.82,1,0.0243,1000,44,0.394,4,3.1.0
20260211,3,QuoteAcceptRate,0.6256,0.62,0,0.0818,226,66,0.298,6,1.6.0
20260211,4,RMSEMins,12.1817,14.00,0,0.0533,191,28,0.396,6,1.4.0
20260211,5,AUC,0.8166,0.79,0,0.0999,78,171,0.626,5,1.2.0
20260211,6,Precision,0.7306,0.71,0,0.0649,87,65,0.630,3,2.0.0
20260211,7,MacroF1,0.8666,0.85,0,0.0596,37,312,0.259,4,1.1.0
20260211,8,AUC,0.7589,0.74,0,0.0250,270,53,0.697,6,1.0.0
20260212,1,MAPE,8.9948,12.00,0,0.0726,120,161,0.739,5,2.3.0
20260212,2,NDCG@5,0.8274,0.82,0,0.0214,989,51,0.250,5,3.1.0
20260212,3,QuoteAcceptRate,0.6405,0.62,0,0.0431,224,67,0.694,0,1.6.0
20260212,4,RMSEMins,12.9315,14.00,0,0.0425,189,39,0.710,0,1.4.0
20260212,5,AUC,0.8101,0.79,0,0.0428,77,157,0.253,6,1.2.0
20260212,6,Precision,0.7783,0.71,0,0.0485,86,75,0.486,4,2.0.0
20260212,7,MacroF1,0.8878,0.85,0,0.0224,36,403,0.558,5,1.1.0
20260212,8,AUC,0.7851,0.74,0,0.0338,267,41,0.217,0,1.0.0
20260213,1,MAPE,8.5587,12.00,0,0.0749,122,176,0.528,6,2.3.0
20260213,2,NDCG@5,0.8065,0.82,1,0.0334,1000,47,0.631,6,3.1.0
20260213,3,QuoteAcceptRate,0.6846,0.62,0,0.0794,226,52,0.466,1,1.6.0
20260213,4,RMSEMins,12.7743,14.00,0,0.0219,191,40,0.442,1,1.4.0
20260213,5,AUC,0.8033,0.79,0,0.0631,78,172,0.272,0,1.2.0
20260213,6,Precision,0.7858,0.71,0,0.0390,87,57,0.559,5,2.0.0
20260213,7,MacroF1,0.8794,0.85,0,0.0363,37,360,0.564,6,1.1.0
20260213,8,AUC,0.7456,0.74,0,0.0712,270,44,0.312,1,1.0.0
20260214,1,MAPE,8.4476,12.00,0,0.0594,158,218,0.545,0,2.3.0
20260214,2,NDCG@5,0.8159,0.82,1,0.0653,1300,44,0.617,0,3.1.0
20260214,3,QuoteAcceptRate,0.6404,0.62,0,0.0365,294,65,0.558,2,1.6.0
20260214,4,RMSEMins,12.8287,14.00,0,0.0653,249,45,0.697,2,1.4.0
20260214,5,AUC,0.8133,0.79,0,0.0248,102,129,0.512,1,1.2.0
20260214,6,Precision,0.7498,0.71,0,0.0947,113,73,0.817,6,2.0.0
20260214,7,MacroF1,0.8679,0.85,0,0.0838,47,264,0.351,0,1.1.0
20260214,8,AUC,0.7721,0.74,0,0.0614,350,48,0.771,2,1.0.0
20260215,1,MAPE,9.3060,12.00,0,0.0703,155,269,0.479,1,2.3.0
20260215,2,NDCG@5,0.8238,0.82,0,0.1035,1276,45,0.609,1,3.1.0
20260215,3,QuoteAcceptRate,0.6712,0.62,0,0.0289,289,52,0.367,3,1.6.0
20260215,4,RMSEMins,12.1115,14.00,0,0.0857,244,36,0.446,3,1.4.0
20260215,5,AUC,0.8424,0.79,0,0.0507,100,102,0.747,2,1.2.0
20260215,6,Precision,0.7404,0.71,0,0.1084,111,62,0.833,0,2.0.0
20260215,7,MacroF1,0.8530,0.85,0,0.0500,47,323,0.277,1,1.1.0
20260215,8,AUC,0.7655,0.74,0,0.0416,344,46,0.424,3,1.0.0
20260216,1,MAPE,8.8864,12.00,0,0.0554,132,248,0.533,2,2.3.0
20260216,2,NDCG@5,0.8052,0.82,1,0.0274,1081,60,0.676,2,3.1.0
20260216,3,QuoteAcceptRate,0.6702,0.62,0,0.0521,244,69,0.481,4,1.6.0
20260216,4,RMSEMins,13.1938,14.00,0,0.0988,207,37,0.406,4,1.4.0
20260216,5,AUC,0.8015,0.79,0,0.0604,85,142,0.599,3,1.2.0
20260216,6,Precision,0.7228,0.71,0,0.0506,94,73,0.838,1,2.0.0
20260216,7,MacroF1,0.8813,0.85,0,0.0942,39,371,0.294,2,1.1.0
20260216,8,AUC,0.7571,0.74,0,0.0232,291,30,0.688,4,1.0.0
20260217,1,MAPE,8.1741,12.00,0,0.0576,109,178,0.449,3,2.3.0
20260217,2,NDCG@5,0.8178,0.82,1,0.0640,897,48,0.316,3,3.1.0
20260217,3,QuoteAcceptRate,0.6699,0.62,0,0.1039,203,63,0.369,5,1.6.0
20260217,4,RMSEMins,12.4001,14.00,0,0.0299,172,35,0.438,5,1.4.0
20260217,5,AUC,0.8374,0.79,0,0.0620,70,157,0.458,4,1.2.0
20260217,6,Precision,0.7599,0.71,0,0.0741,78,68,0.761,2,2.0.0
20260217,7,MacroF1,0.8830,0.85,0,0.0814,33,318,0.826,3,1.1.0
20260217,8,AUC,0.7689,0.74,0,0.1050,242,31,0.535,5,1.0.0
20260218,1,MAPE,9.5675,12.00,0,0.0583,118,232,0.749,4,2.3.0
20260218,2,NDCG@5,0.8338,0.82,0,0.0297,966,43,0.590,4,3.1.0
20260218,3,QuoteAcceptRate,0.6137,0.62,1,0.1058,218,62,0.243,6,1.6.0
20260218,4,RMSEMins,13.5745,14.00,0,0.0795,185,39,0.650,6,1.4.0
20260218,5,AUC,0.8053,0.79,0,0.0724,76,135,0.510,5,1.2.0
20260218,6,Precision,0.7265,0.71,0,0.0528,84,74,0.387,3,2.0.0
20260218,7,MacroF1,0.8765,0.85,0,0.0450,35,258,0.820,4,1.1.0
20260218,8,AUC,0.7635,0.74,0,0.0247,260,39,0.734,6,1.0.0
20260219,1,MAPE,8.5801,12.00,0,0.0416,122,182,0.397,5,2.3.0
20260219,2,NDCG@5,0.8454,0.82,0,0.0845,1000,63,0.475,5,3.1.0
20260219,3,QuoteAcceptRate,0.6314,0.62,0,0.0833,226,69,0.536,0,1.6.0
20260219,4,RMSEMins,12.8051,14.00,0,0.0421,191,34,0.308,0,1.4.0
20260219,5,AUC,0.8182,0.79,0,0.1089,78,150,0.627,6,1.2.0
20260219,6,Precision,0.7783,0.71,0,0.0939,87,82,0.441,4,2.0.0
20260219,7,MacroF1,0.8864,0.85,0,0.1086,37,348,0.372,5,1.1.0
20260219,8,AUC,0.7695,0.74,0,0.0251,270,45,0.381,0,1.0.0
20260220,1,MAPE,8.7377,12.00,0,0.0579,119,172,0.520,6,2.3.0
20260220,2,NDCG@5,0.8303,0.82,0,0.0428,978,41,0.459,6,3.1.0
20260220,3,QuoteAcceptRate,0.6591,0.62,0,0.0801,221,55,0.504,1,1.6.0
20260220,4,RMSEMins,12.1615,14.00,0,0.1020,187,33,0.244,1,1.4.0
20260220,5,AUC,0.8113,0.79,0,0.0526,76,163,0.203,0,1.2.0
20260220,6,Precision,0.7078,0.71,1,0.0268,85,69,0.260,5,2.0.0
20260220,7,MacroF1,0.8917,0.85,0,0.1007,36,317,0.532,6,1.1.0
20260220,8,AUC,0.7676,0.74,0,0.1073,264,51,0.567,1,1.0.0
20260221,1,MAPE,9.1977,12.00,0,0.0604,175,153,0.744,0,2.3.0
20260221,2,NDCG@5,0.8264,0.82,0,0.0692,1438,54,0.562,0,3.1.0
20260221,3,QuoteAcceptRate,0.6626,0.62,0,0.0765,325,65,0.625,2,1.6.0
20260221,4,RMSEMins,12.4686,14.00,0,0.0517,275,41,0.390,2,1.4.0
20260221,5,AUC,0.8271,0.79,0,0.1063,112,157,0.441,1,1.2.0
20260221,6,Precision,0.7769,0.71,0,0.0972,125,73,0.439,6,2.0.0
20260221,7,MacroF1,0.8844,0.85,0,0.1005,52,262,0.425,0,1.1.0
20260221,8,AUC,0.7798,0.74,0,0.0279,388,49,0.400,2,1.0.0
20260222,1,MAPE,8.9915,12.00,0,0.0493,160,218,0.254,1,2.3.0
20260222,2,NDCG@5,0.8274,0.82,0,0.0988,1311,59,0.818,1,3.1.0
20260222,3,QuoteAcceptRate,0.6472,0.62,0,0.0775,296,61,0.791,3,1.6.0
20260222,4,RMSEMins,13.4258,14.00,0,0.1017,251,33,0.482,3,1.4.0
20260222,5,AUC,0.8094,0.79,0,0.0212,103,162,0.573,2,1.2.0
20260222,6,Precision,0.7350,0.71,0,0.0949,114,61,0.474,0,2.0.0
20260222,7,MacroF1,0.8859,0.85,0,0.0224,48,334,0.802,1,1.1.0
20260222,8,AUC,0.7431,0.74,0,0.0793,353,47,0.208,3,1.0.0
20260223,1,MAPE,7.8971,12.00,0,0.0355,125,244,0.583,2,2.3.0
20260223,2,NDCG@5,0.8076,0.82,1,0.0286,1024,71,0.276,2,3.1.0
20260223,3,QuoteAcceptRate,0.6599,0.62,0,0.0258,231,55,0.522,4,1.6.0
20260223,4,RMSEMins,12.0828,14.00,0,0.0404,196,43,0.771,4,1.4.0
20260223,5,AUC,0.8321,0.79,0,0.0570,80,144,0.343,3,1.2.0
20260223,6,Precision,0.7761,0.71,0,0.0438,89,62,0.841,1,2.0.0
20260223,7,MacroF1,0.8682,0.85,0,0.0961,37,388,0.743,2,1.1.0
20260223,8,AUC,0.7613,0.74,0,0.0341,276,36,0.405,4,1.0.0
20260224,1,MAPE,9.2916,12.00,0,0.0407,102,184,0.293,3,2.3.0
20260224,2,NDCG@5,0.8080,0.82,1,0.0569,840,57,0.729,3,3.1.0
20260224,3,QuoteAcceptRate,0.6829,0.62,0,0.0264,190,61,0.221,5,1.6.0
20260224,4,RMSEMins,12.1290,14.00,0,0.1018,161,44,0.276,5,1.4.0
20260224,5,AUC,0.8010,0.79,0,0.0274,66,151,0.440,4,1.2.0
20260224,6,Precision,0.6996,0.71,1,0.0207,73,68,0.310,2,2.0.0
20260224,7,MacroF1,0.8791,0.85,0,0.0738,31,252,0.848,3,1.1.0
20260224,8,AUC,0.7668,0.74,0,0.0948,226,44,0.371,5,1.0.0
20260225,1,MAPE,8.1758,12.00,0,0.0739,112,233,0.485,4,2.3.0
20260225,2,NDCG@5,0.8318,0.82,0,0.0319,920,43,0.768,4,3.1.0
20260225,3,QuoteAcceptRate,0.6891,0.62,0,0.0956,208,62,0.462,6,1.6.0
20260225,4,RMSEMins,13.8693,14.00,0,0.0513,176,34,0.619,6,1.4.0
20260225,5,AUC,0.8299,0.79,0,0.1051,72,189,0.559,5,1.2.0
20260225,6,Precision,0.7464,0.71,0,0.0407,80,96,0.827,3,2.0.0
20260225,7,MacroF1,0.9026,0.85,0,0.0358,34,335,0.307,4,1.1.0
20260225,8,AUC,0.7500,0.74,0,0.0557,248,46,0.353,6,1.0.0
20260226,1,MAPE,8.9311,12.00,0,0.0698,95,160,0.378,5,2.3.0
20260226,2,NDCG@5,0.8267,0.82,0,0.0765,782,42,0.652,5,3.1.0
20260226,3,QuoteAcceptRate,0.6564,0.62,0,0.0333,177,53,0.785,0,1.6.0
20260226,4,RMSEMins,13.9750,14.00,0,0.0664,150,48,0.494,0,1.4.0
20260226,5,AUC,0.8179,0.79,0,0.0422,61,147,0.355,6,1.2.0
20260226,6,Precision,0.7797,0.71,0,0.0604,68,63,0.420,4,2.0.0
20260226,7,MacroF1,0.8732,0.85,0,0.0485,29,323,0.225,5,1.1.0
20260226,8,AUC,0.7686,0.74,0,0.0870,211,48,0.602,0,1.0.0
20260227,1,MAPE,9.2673,12.00,0,0.0546,84,170,0.816,6,2.3.0
20260227,2,NDCG@5,0.8332,0.82,0,0.0421,690,54,0.233,6,3.1.0
20260227,3,QuoteAcceptRate,0.6787,0.62,0,0.1032,156,59,0.734,1,1.6.0
20260227,4,RMSEMins,11.7996,14.00,0,0.0480,132,51,0.774,1,1.4.0
20260227,5,AUC,0.8225,0.79,0,0.0360,54,153,0.405,0,1.2.0
20260227,6,Precision,0.7191,0.71,0,0.0505,60,72,0.379,5,2.0.0
