DateKey,AreaKey,ServiceCategory,ForecastedJobs,ActualJobs,AbsError,APE
20260318,6,Electrician,1.8,2,0.2,0.1000
20260318,6,Painter,1.1,1,0.1,0.1000
20260318,6,Plumber,1.0,1,0.0,0.0000
20260318,7,AC Service,2.5,3,0.5,0.1667
20260318,7,Appliance Repair,1.0,1,0.0,0.0000
20260318,7,Carpenter,1.0,1,0.0,0.0000
20260318,7,Deep Cleaning,2.0,2,0.0,0.0000
20260318,7,Pest Control,1.8,2,0.2,0.1000
20260318,7,Plumber,1.1,1,0.1,0.1000
20260318,8,AC Service,1.1,1,0.1,0.1000
20260318,8,Appliance Repair,0.8,1,0.2,0.2000
20260318,8,Deep Cleaning,2.1,2,0.1,0.0500
20260318,8,Plumber,2.2,0,2.2,
20260318,9,AC Service,1.0,1,0.0,0.0000
20260318,9,Appliance Repair,1.1,1,0.1,0.1000
20260318,9,Painter,1.0,1,0.0,0.0000
20260318,9,Pest Control,1.7,0,1.7,
20260318,10,AC Service,4.0,4,0.0,0.0000
20260318,10,Plumber,1.0,1,0.0,0.0000
20260318,11,AC Service,2.5,3,0.5,0.1667
20260318,11,Deep Cleaning,1.0,1,0.0,0.0000
20260318,11,Electrician,1.2,1,0.2,0.2000
20260318,11,Painter,2.3,2,0.3,0.1500
20260318,11,Pest Control,1.1,1,0.1,0.1000
20260318,11,Plumber,0.9,1,0.1,0.1000
20260318,12,AC Service,2.1,2,0.1,0.0500
20260318,12,Deep Cleaning,0.9,1,0.1,0.1000
20260318,12,Pest Control,1.0,1,0.0,0.0000
20260318,13,AC Service,1.0,1,0.0,0.0000
20260318,13,Deep Cleaning,0.6,0,0.6,
20260318,13,Painter,1.0,1,0.0,0.0000
20260318,13,Pest Control,1.2,0,1.2,
20260318,14,Appliance Repair,2.2,2,0.2,0.1000
20260318,14,Carpenter,0.9,1,0.1,0.1000
20260318,14,Deep Cleaning,4.2,4,0.2,0.0500
20260318,14,Pest Control,0.9,1,0.1,0.1000
20260318,15,Carpenter,1.1,1,0.1,0.1000
20260318,15,Deep Cleaning,0.8,1,0.2,0.2000
20260318,15,Electrician,1.0,0,1.0,
20260318,16,AC Service,1.7,2,0.3,0.1500
20260318,16,Pest Control,0.6,0,0.6,
20260318,16,Plumber,1.0,0,1.0,
20260318,17,AC Service,2.9,3,0.1,0.0333
20260318,17,Appliance Repair,0.9,1,0.1,0.1000
20260318,17,Deep Cleaning,1.0,1,0.0,0.0000
20260318,17,Pest Control,0.9,1,0.1,0.1000
20260318,18,AC Service,1.3,1,0.3,0.3000
20260318,18,Carpenter,1.9,2,0.1,0.0500
20260318,18,Electrician,1.3,0,1.3,
20260318,19,AC Service,1.0,1,0.0,0.0000
20260318,19,Painter,1.8,0,1.8,
20260318,19,Plumber,2.4,2,0.4,0.2000
20260318,20,AC Service,3.2,3,0.2,0.0667
20260318,20,Deep Cleaning,0.5,0,0.5,
20260318,20,Electrician,2.0,2,0.0,0.0000
20260318,20,Plumber,1.1,1,0.1,0.1000
20260319,1,AC Service,2.7,3,0.3,0.1000
20260319,1,Appliance Repair,2.2,2,0.2,0.1000
20260319,1,Deep Cleaning,2.0,2,0.0,0.0000
20260319,1,Electrician,1.9,2,0.1,0.0500
20260319,1,Pest Control,0.9,1,0.1,0.1000
20260319,1,Plumber,0.9,1,0.1,0.1000
20260319,2,AC Service,4.0,4,0.0,0.0000
20260319,2,Appliance Repair,1.0,1,0.0,0.0000
20260319,2,Carpenter,0.9,1,0.1,0.1000
20260319,2,Deep Cleaning,3.0,3,0.0,0.0000
20260319,2,Electrician,0.9,1,0.1,0.1000
20260319,2,Painter,0.8,0,0.8,
20260319,2,Plumber,2.1,2,0.1,0.0500
20260319,3,AC Service,3.8,4,0.2,0.0500
20260319,3,Appliance Repair,0.9,1,0.1,0.1000
20260319,3,Carpenter,1.1,1,0.1,0.1000
20260319,3,Deep Cleaning,1.1,1,0.1,0.1000
20260319,3,Painter,1.0,1,0.0,0.0000
20260319,3,Pest Control,1.3,0,1.3,
20260319,3,Plumber,1.0,1,0.0,0.0000
20260319,4,AC Service,2.3,2,0.3,0.1500
20260319,4,Appliance Repair,1.0,1,0.0,0.0000
20260319,4,Carpenter,1.2,2,0.8,0.4000
20260319,4,Deep Cleaning,1.1,1,0.1,0.1000
20260319,4,Electrician,1.1,1,0.1,0.1000
20260319,4,Painter,1.1,1,0.1,0.1000
20260319,4,Plumber,0.9,1,0.1,0.1000
20260319,5,AC Service,3.5,3,0.5,0.1667
20260319,5,Appliance Repair,1.9,2,0.1,0.0500
20260319,5,Electrician,2.0,2,0.0,0.0000
20260319,5,Pest Control,1.4,1,0.4,0.4000
20260319,5,Plumber,1.1,1,0.1,0.1000
20260319,6,AC Service,0.9,1,0.1,0.1000
20260319,6,Carpenter,1.1,1,0.1,0.1000
20260319,6,Deep Cleaning,0.9,1,0.1,0.1000
20260319,6,Electrician,2.1,2,0.1,0.0500
20260319,6,Pest Control,1.1,1,0.1,0.1000
20260319,6,Plumber,1.1,1,0.1,0.1000
20260319,7,AC Service,2.1,2,0.1,0.0500
20260319,7,Carpenter,2.1,2,0.1,0.0500
20260319,7,Deep Cleaning,3.8,4,0.2,0.0500
20260319,7,Electrician,1.1,1,0.1,0.1000
20260319,7,Painter,0.8,1,0.2,0.2000
20260319,7,Pest Control,1.2,1,0.2,0.2000
20260319,7,Plumber,1.1,1,0.1,0.1000
20260319,8,Appliance Repair,0.8,1,0.2,0.2000
20260319,8,Deep Cleaning,1.0,1,0.0,0.0000
20260319,8,Electrician,0.9,1,0.1,0.1000
20260319,8,Painter,0.8,1,0.2,0.2000
20260319,8,Plumber,1.1,1,0.1,0.1000
20260319,9,AC Service,1.2,1,0.2,0.2000
20260319,9,Carpenter,0.9,1,0.1,0.1000
20260319,9,Electrician,1.2,1,0.2,0.2000
20260319,9,Painter,0.9,1,0.1,0.1000
20260319,9,Pest Control,2.4,2,0.4,0.2000
20260319,9,Plumber,1.0,0,1.0,
20260319,10,AC Service,2.1,2,0.1,0.0500
20260319,10,Appliance Repair,0.5,0,0.5,
20260319,10,Electrician,1.1,1,0.1,0.1000
20260319,10,Painter,1.0,1,0.0,0.0000
20260319,10,Pest Control,1.1,1,0.1,0.1000
20260319,11,AC Service,4.0,4,0.0,0.0000
20260319,11,Appliance Repair,1.1,1,0.1,0.1000
20260319,11,Deep Cleaning,1.1,0,1.1,
20260319,11,Electrician,0.9,1,0.1,0.1000
20260319,11,Painter,0.9,1,0.1,0.1000
20260319,11,Plumber,1.3,0,1.3,
20260319,12,AC Service,2.3,2,0.3,0.1500
20260319,12,Appliance Repair,3.2,3,0.2,0.0667
20260319,12,Deep Cleaning,0.9,1,0.1,0.1000
20260319,13,AC Service,0.9,1,0.1,0.1000
20260319,13,Appliance Repair,1.2,1,0.2,0.2000
20260319,13,Deep Cleaning,1.0,1,0.0,0.0000
20260319,13,Plumber,1.0,0,1.0,
20260319,14,AC Service,0.7,0,0.7,
20260319,14,Appliance Repair,1.1,1,0.1,0.1000
20260319,14,Deep Cleaning,0.8,1,0.2,0.2000
20260319,14,Electrician,1.9,2,0.1,0.0500
20260319,14,Pest Control,1.1,1,0.1,0.1000
20260319,14,Plumber,0.9,1,0.1,0.1000
20260319,15,Appliance Repair,0.9,1,0.1,0.1000
20260319,15,Carpenter,0.5,0,0.5,
20260319,15,Electrician,0.7,0,0.7,
20260319,15,Painter,0.9,1,0.1,0.1000
20260319,15,Pest Control,1.1,1,0.1,0.1000
20260319,15,Plumber,1.7,2,0.3,0.1500
20260319,16,AC Service,1.9,2,0.1,0.0500
20260319,16,Carpenter,1.0,1,0.0,0.0000
20260319,16,Plumber,1.0,1,0.0,0.0000
20260319,17,AC Service,1.0,1,0.0,0.0000
20260319,17,Electrician,3.1,0,3.1,
20260319,17,Painter,0.7,0,0.7,
20260319,18,AC Service,1.0,1,0.0,0.0000
20260319,18,Appliance Repair,1.3,0,1.3,
20260319,18,Carpenter,0.8,0,0.8,
20260319,18,Deep Cleaning,1.1,1,0.1,0.1000
20260319,18,Electrician,3.7,0,3.7,
20260319,19,AC Service,1.1,1,0.1,0.1000
20260319,19,Deep Cleaning,1.7,0,1.7,
20260319,20,AC Service,2.1,2,0.1,0.0500
20260319,20,Appliance Repair,0.9,0,0.9,
20260319,20,Electrician,1.0,0,1.0,
20260320,1,AC Service,5.5,6,0.5,0.0833
20260320,1,Appliance Repair,1.1,1,0.1,0.1000
20260320,1,Carpenter,1.0,1,0.0,0.0000
20260320,1,Deep Cleaning,0.8,1,0.2,0.2000
20260320,1,Painter,0.8,0,0.8,
20260320,1,Plumber,2.2,2,0.2,0.1000
20260320,2,AC Service,4.2,5,0.8,0.1600
20260320,2,Deep Cleaning,2.8,3,0.2,0.0667
20260320,2,Electrician,5.1,0,5.1,
20260320,2,Plumber,0.9,1,0.1,0.1000
20260320,3,AC Service,3.3,3,0.3,0.1000
20260320,3,Appliance Repair,2.2,2,0.2,0.1000
20260320,3,Carpenter,0.7,0,0.7,
20260320,3,Deep Cleaning,2.8,3,0.2,0.0667
20260320,3,Electrician,0.9,1,0.1,0.1000
20260320,3,Painter,1.1,0,1.1,
20260320,3,Pest Control,1.0,1,0.0,0.0000
20260320,3,Plumber,0.7,0,0.7,
20260320,4,AC Service,3.1,3,0.1,0.0333
20260320,4,Appliance Repair,1.1,1,0.1,0.1000
20260320,4,Carpenter,1.0,1,0.0,0.0000
20260320,4,Deep Cleaning,1.1,1,0.1,0.1000
20260320,4,Painter,2.4,2,0.4,0.2000
20260320,5,AC Service,3.3,3,0.3,0.1000
20260320,5,Appliance Repair,0.5,0,0.5,
20260320,5,Carpenter,1.6,2,0.4,0.2000
20260320,5,Deep Cleaning,2.2,2,0.2,0.1000
20260320,5,Electrician,2.0,0,2.0,
20260320,5,Plumber,1.8,2,0.2,0.1000
20260320,6,Appliance Repair,1.1,1,0.1,0.1000
20260320,6,Deep Cleaning,0.9,1,0.1,0.1000
20260320,6,Electrician,0.7,1,0.3,0.3000
20260320,6,Painter,0.6,0,0.6,
20260320,6,Plumber,2.0,2,0.0,0.0000
20260320,7,AC Service,1.0,1,0.0,0.0000
20260320,7,Appliance Repair,1.3,0,1.3,
20260320,7,Carpenter,1.2,1,0.2,0.2000
20260320,7,Deep Cleaning,0.9,1,0.1,0.1000
20260320,7,Electrician,1.0,1,0.0,0.0000
20260320,7,Painter,2.4,2,0.4,0.2000
20260320,7,Pest Control,1.0,1,0.0,0.0000
20260320,8,AC Service,1.2,1,0.2,0.2000
20260320,8,Electrician,3.4,0,3.4,
20260320,8,Pest Control,0.8,0,0.8,
20260320,9,AC Service,2.2,2,0.2,0.1000
20260320,9,Appliance Repair,4.1,4,0.1,0.0250
20260320,9,Carpenter,0.9,1,0.1,0.1000
20260320,9,Electrician,0.5,0,0.5,
20260320,9,Pest Control,1.5,0,1.5,
20260320,10,AC Service,2.3,2,0.3,0.1500
20260320,10,Appliance Repair,0.8,0,0.8,
20260320,10,Pest Control,0.5,0,0.5,
20260320,11,AC Service,1.1,1,0.1,0.1000
20260320,11,Appliance Repair,1.9,2,0.1,0.0500
20260320,11,Deep Cleaning,1.1,0,1.1,
20260320,11,Painter,0.5,0,0.5,
20260320,11,Pest Control,1.6,0,1.6,
20260320,12,AC Service,2.7,3,0.3,0.1000
20260320,12,Deep Cleaning,0.9,1,0.1,0.1000
20260320,12,Electrician,0.9,1,0.1,0.1000
20260320,12,Painter,1.2,1,0.2,0.2000
20260320,12,Plumber,1.1,1,0.1,0.1000
20260320,13,AC Service,1.8,2,0.2,0.1000
20260320,13,Carpenter,2.7,0,2.7,
20260320,13,Deep Cleaning,1.0,1,0.0,0.0000
20260320,13,Plumber,1.9,2,0.1,0.0500
20260320,14,AC Service,0.9,1,0.1,0.1000
20260320,14,Appliance Repair,2.1,2,0.1,0.0500
20260320,14,Deep Cleaning,1.1,1,0.1,0.1000
20260320,15,AC Service,4.4,5,0.6,0.1200
20260320,15,Appliance Repair,1.0,1,0.0,0.0000
20260320,15,Carpenter,1.0,0,1.0,
20260320,15,Electrician,1.7,2,0.3,0.1500
20260320,15,Plumber,1.1,1,0.1,0.1000
20260320,16,AC Service,1.1,1,0.1,0.1000
20260320,16,Carpenter,0.9,0,0.9,
20260320,16,Deep Cleaning,1.9,2,0.1,0.0500
20260320,16,Electrician,1.1,1,0.1,0.1000
20260320,16,Plumber,1.0,1,0.0,0.0000
20260320,17,AC Service,2.2,2,0.2,0.1000
20260320,17,Deep Cleaning,1.4,0,1.4,
20260320,17,Electrician,0.9,1,0.1,0.1000
20260320,18,AC Service,1.7,0,1.7,
20260320,18,Appliance Repair,0.6,0,0.6,
20260320,18,Carpenter,1.3,0,1.3,
20260320,18,Electrician,0.5,0,0.5,
20260320,18,Painter,1.2,0,1.2,
20260320,18,Plumber,1.0,1,0.0,0.0000
20260320,19,AC Service,1.9,0,1.9,
20260320,19,Appliance Repair,0.9,1,0.1,0.1000
20260320,19,Deep Cleaning,0.7,0,0.7,
20260320,19,Pest Control,1.1,0,1.1,
20260320,20,Carpenter,0.8,1,0.2,0.2000
20260320,20,Deep Cleaning,0.9,1,0.1,0.1000
20260320,20,Electrician,0.9,0,0.9,
20260320,20,Painter,0.9,1,0.1,0.1000
20260320,20,Plumber,1.1,1,0.1,0.1000
20260321,1,AC Service,9.3,10,0.7,0.0700
20260321,1,Carpenter,3.0,3,0.0,0.0000
20260321,1,Deep Cleaning,4.3,5,0.7,0.1400
20260321,1,Electrician,0.9,1,0.1,0.1000
20260321,1,Pest Control,1.4,0,1.4,
20260321,2,AC Service,3.2,3,0.2,0.0667
20260321,2,Appliance Repair,0.9,1,0.1,0.1000
20260321,2,Deep Cleaning,3.3,3,0.3,0.1000
20260321,2,Electrician,1.1,1,0.1,0.1000
20260321,2,Painter,1.1,1,0.1,0.1000
20260321,2,Plumber,0.9,1,0.1,0.1000
20260321,3,AC Service,7.4,7,0.4,0.0571
20260321,3,Appliance Repair,0.9,1,0.1,0.1000
20260321,3,Carpenter,2.9,3,0.1,0.0333
20260321,3,Deep Cleaning,4.9,5,0.1,0.0200
20260321,3,Painter,2.0,0,2.0,
20260321,3,Pest Control,1.8,0,1.8,
20260321,3,Plumber,0.9,1,0.1,0.1000
20260321,4,AC Service,3.0,3,0.0,0.0000
20260321,4,Appliance Repair,1.0,1,0.0,0.0000
20260321,4,Deep Cleaning,2.1,2,0.1,0.0500
20260321,4,Electrician,0.9,1,0.1,0.1000
20260321,4,Painter,1.2,1,0.2,0.2000
20260321,4,Pest Control,2.1,0,2.1,
20260321,4,Plumber,2.2,2,0.2,0.1000
20260321,5,AC Service,2.0,2,0.0,0.0000
20260321,5,Appliance Repair,2.9,3,0.1,0.0333
20260321,5,Carpenter,0.8,1,0.2,0.2000
20260321,5,Deep Cleaning,3.5,4,0.5,0.1250
20260321,5,Painter,1.0,1,0.0,0.0000
20260321,5,Pest Control,2.8,3,0.2,0.0667
20260321,5,Plumber,0.9,1,0.1,0.1000
20260321,6,AC Service,5.8,6,0.2,0.0333
20260321,6,Appliance Repair,2.2,2,0.2,0.1000
20260321,6,Carpenter,1.9,2,0.1,0.0500
20260321,6,Deep Cleaning,2.6,2,0.6,0.3000
20260321,6,Electrician,0.9,1,0.1,0.1000
20260321,6,Painter,2.1,2,0.1,0.0500
20260321,7,AC Service,1.9,2,0.1,0.0500
20260321,7,Appliance Repair,0.6,0,0.6,
20260321,7,Deep Cleaning,3.1,3,0.1,0.0333
20260321,7,Electrician,1.0,1,0.0,0.0000
20260321,7,Painter,2.5,0,2.5,
20260321,7,Plumber,2.1,2,0.1,0.0500
20260321,8,AC Service,2.9,3,0.1,0.0333
20260321,8,Appliance Repair,3.1,3,0.1,0.0333
20260321,8,Deep Cleaning,1.1,1,0.1,0.1000
20260321,8,Electrician,0.9,0,0.9,
20260321,8,Pest Control,1.2,0,1.2,
20260321,8,Plumber,2.1,2,0.1,0.0500
20260321,9,AC Service,4.6,4,0.6,0.1500
20260321,9,Appliance Repair,2.0,2,0.0,0.0000
20260321,9,Deep Cleaning,1.0,1,0.0,0.0000
20260321,9,Electrician,0.5,0,0.5,
20260321,9,Painter,1.1,1,0.1,0.1000
20260321,9,Pest Control,1.1,1,0.1,0.1000
20260321,9,Plumber,3.3,3,0.3,0.1000
20260321,10,AC Service,1.9,2,0.1,0.0500
20260321,10,Carpenter,0.9,1,0.1,0.1000
20260321,10,Deep Cleaning,4.9,4,0.9,0.2250
20260321,10,Electrician,0.8,1,0.2,0.2000
20260321,10,Painter,2.0,2,0.0,0.0000
20260321,10,Pest Control,1.0,1,0.0,0.0000
20260321,11,AC Service,2.9,3,0.1,0.0333
20260321,11,Appliance Repair,1.0,0,1.0,
20260321,11,Carpenter,1.1,1,0.1,0.1000
20260321,11,Deep Cleaning,3.0,3,0.0,0.0000
20260321,11,Painter,2.4,2,0.4,0.2000
20260321,12,AC Service,1.1,1,0.1,0.1000
20260321,12,Appliance Repair,1.4,2,0.6,0.3000
20260321,12,Carpenter,0.9,1,0.1,0.1000
20260321,12,Deep Cleaning,1.2,1,0.2,0.2000
20260321,12,Pest Control,1.7,0,1.7,
20260321,12,Plumber,2.1,2,0.1,0.0500
20260321,13,AC Service,1.8,2,0.2,0.1000
20260321,13,Appliance Repair,2.8,3,0.2,0.0667
20260321,13,Carpenter,1.8,2,0.2,0.1000
20260321,13,Deep Cleaning,3.0,3,0.0,0.0000
20260321,13,Electrician,1.0,1,0.0,0.0000
20260321,13,Pest Control,2.1,2,0.1,0.0500
20260321,14,AC Service,0.8,1,0.2,0.2000
20260321,14,Appliance Repair,1.1,1,0.1,0.1000
20260321,14,Deep Cleaning,1.1,1,0.1,0.1000
20260321,14,Electrician,2.7,0,2.7,
20260321,14,Painter,0.6,0,0.6,
20260321,15,Appliance Repair,1.1,1,0.1,0.1000
20260321,15,Carpenter,0.8,1,0.2,0.2000
20260321,15,Deep Cleaning,1.0,1,0.0,0.0000
20260321,16,AC Service,2.0,2,0.0,0.0000
20260321,16,Appliance Repair,0.8,0,0.8,
20260321,16,Deep Cleaning,0.9,1,0.1,0.1000
20260321,16,Electrician,1.1,1,0.1,0.1000
20260321,16,Pest Control,0.8,1,0.2,0.2000
20260321,16,Plumber,1.1,1,0.1,0.1000
20260321,17,AC Service,1.8,2,0.2,0.1000
20260321,17,Appliance Repair,3.5,0,3.5,
20260321,17,Carpenter,1.1,1,0.1,0.1000
20260321,17,Deep Cleaning,1.1,1,0.1,0.1000
20260321,17,Pest Control,1.0,1,0.0,0.0000
20260321,17,Plumber,1.1,1,0.1,0.1000
20260321,18,AC Service,2.9,3,0.1,0.0333
20260321,18,Appliance Repair,1.6,0,1.6,
20260321,18,Deep Cleaning,2.3,2,0.3,0.1500
20260321,18,Electrician,1.1,1,0.1,0.1000
20260321,18,Plumber,1.0,1,0.0,0.0000
20260321,19,AC Service,2.2,2,0.2,0.1000
20260321,19,Appliance Repair,1.0,1,0.0,0.0000
20260321,19,Deep Cleaning,1.6,0,1.6,
20260321,19,Electrician,0.8,0,0.8,
20260321,20,Appliance Repair,1.5,0,1.5,
20260321,20,Deep Cleaning,1.2,1,0.2,0.2000
20260321,20,Painter,0.7,0,0.7,
20260321,20,Plumber,0.8,0,0.8,
20260322,1,AC Service,5.3,5,0.3,0.0600
20260322,1,Appliance Repair,1.0,1,0.0,0.0000
20260322,1,Carpenter,1.9,2,0.1,0.0500
20260322,1,Deep Cleaning,6.4,6,0.4,0.0667
20260322,1,Painter,1.0,1,0.0,0.0000
20260322,1,Pest Control,1.1,1,0.1,0.1000
20260322,2,AC Service,1.0,1,0.0,0.0000
20260322,2,Appliance Repair,3.7,3,0.7,0.2333
20260322,2,Carpenter,1.8,2,0.2,0.1000
20260322,2,Deep Cleaning,5.3,6,0.7,0.1167
20260322,2,Electrician,1.0,1,0.0,0.0000
20260322,2,Plumber,2.9,3,0.1,0.0333
20260322,3,AC Service,3.1,3,0.1,0.0333
20260322,3,Appliance Repair,2.0,2,0.0,0.0000
20260322,3,Carpenter,1.2,1,0.2,0.2000
20260322,3,Deep Cleaning,1.0,1,0.0,0.0000
20260322,3,Painter,1.9,2,0.1,0.0500
20260322,3,Pest Control,1.0,1,0.0,0.0000
20260322,3,Plumber,1.1,1,0.1,0.1000
20260322,4,AC Service,9.5,9,0.5,0.0556
20260322,4,Appliance Repair,1.7,2,0.3,0.1500
20260322,4,Carpenter,2.9,3,0.1,0.0333
20260322,4,Deep Cleaning,3.7,4,0.3,0.0750
20260322,4,Painter,1.2,1,0.2,0.2000
20260322,5,AC Service,4.1,3,1.1,0.3667
20260322,5,Appliance Repair,2.1,2,0.1,0.0500
20260322,5,Carpenter,1.2,0,1.2,
20260322,5,Deep Cleaning,0.8,1,0.2,0.2000
20260322,5,Electrician,1.0,1,0.0,0.0000
20260322,5,Painter,1.1,1,0.1,0.1000
20260322,5,Pest Control,2.0,2,0.0,0.0000
20260322,5,Plumber,2.8,3,0.2,0.0667
20260322,6,AC Service,2.2,2,0.2,0.1000
20260322,6,Carpenter,2.1,2,0.1,0.0500
20260322,6,Deep Cleaning,2.1,2,0.1,0.0500
20260322,6,Electrician,1.0,1,0.0,0.0000
20260322,6,Painter,1.2,1,0.2,0.2000
20260322,7,AC Service,6.5,6,0.5,0.0833
20260322,7,Appliance Repair,1.0,1,0.0,0.0000
20260322,7,Carpenter,0.9,1,0.1,0.1000
20260322,7,Deep Cleaning,0.9,1,0.1,0.1000
20260322,7,Electrician,1.2,1,0.2,0.2000
20260322,7,Painter,0.9,1,0.1,0.1000
20260322,7,Pest Control,2.1,2,0.1,0.0500
20260322,7,Plumber,1.1,1,0.1,0.1000
20260322,8,AC Service,1.1,1,0.1,0.1000
20260322,8,Appliance Repair,1.1,1,0.1,0.1000
20260322,8,Carpenter,0.8,0,0.8,
20260322,8,Deep Cleaning,1.9,2,0.1,0.0500
20260322,8,Electrician,1.7,0,1.7,
20260322,8,Plumber,0.7,1,0.3,0.3000
20260322,9,AC Service,3.9,4,0.1,0.0250
20260322,9,Carpenter,0.5,0,0.5,
20260322,9,Deep Cleaning,1.1,1,0.1,0.1000
20260322,9,Electrician,1.1,1,0.1,0.1000
20260322,9,Painter,1.1,1,0.1,0.1000
20260322,9,Plumber,1.1,1,0.1,0.1000
20260322,10,AC Service,1.9,2,0.1,0.0500
20260322,10,Appliance Repair,0.9,1,0.1,0.1000
20260322,10,Electrician,0.8,1,0.2,0.2000
20260322,10,Painter,0.9,1,0.1,0.1000
20260322,11,AC Service,3.7,4,0.3,0.0750
20260322,11,Carpenter,1.2,0,1.2,
20260322,11,Deep Cleaning,3.1,3,0.1,0.0333
20260322,11,Electrician,3.1,3,0.1,0.0333
20260322,11,Plumber,1.0,1,0.0,0.0000
20260322,12,AC Service,0.9,1,0.1,0.1000
20260322,12,Carpenter,0.8,0,0.8,
20260322,12,Deep Cleaning,2.1,2,0.1,0.0500
20260322,12,Electrician,1.7,0,1.7,
20260322,12,Painter,1.4,0,1.4,
20260322,13,Appliance Repair,1.8,2,0.2,0.1000
20260322,13,Deep Cleaning,5.6,6,0.4,0.0667
20260322,13,Painter,1.1,1,0.1,0.1000
20260322,13,Plumber,0.8,1,0.2,0.2000
20260322,14,AC Service,4.3,4,0.3,0.0750
20260322,14,Appliance Repair,1.0,1,0.0,0.0000
20260322,14,Carpenter,1.0,1,0.0,0.0000
20260322,14,Deep Cleaning,3.2,3,0.2,0.0667
20260322,14,Electrician,1.1,1,0.1,0.1000
20260322,15,AC Service,2.1,2,0.1,0.0500
20260322,15,Appliance Repair,1.2,1,0.2,0.2000
20260322,15,Carpenter,0.9,1,0.1,0.1000
20260322,15,Deep Cleaning,1.8,2,0.2,0.1000
20260322,15,Electrician,2.6,0,2.6,
20260322,15,Pest Control,0.8,1,0.2,0.2000
20260322,16,AC Service,3.3,3,0.3,0.1000
20260322,16,Appliance Repair,1.0,1,0.0,0.0000
20260322,16,Carpenter,2.1,0,2.1,
20260322,16,Deep Cleaning,1.9,2,0.1,0.0500
20260322,16,Electrician,0.9,1,0.1,0.1000
20260322,17,AC Service,4.6,4,0.6,0.1500
20260322,17,Appliance Repair,1.1,1,0.1,0.1000
20260322,17,Deep Cleaning,0.9,1,0.1,0.1000
20260322,17,Electrician,0.8,1,0.2,0.2000
20260322,17,Painter,1.0,1,0.0,0.0000
20260322,18,AC Service,1.0,1,0.0,0.0000
20260322,18,Appliance Repair,1.0,1,0.0,0.0000
20260322,18,Electrician,0.9,1,0.1,0.1000
20260322,18,Plumber,1.0,0,1.0,
20260322,19,AC Service,0.9,1,0.1,0.1000
20260322,19,Appliance Repair,0.9,0,0.9,
20260322,19,Deep Cleaning,3.9,4,0.1,0.0250
20260322,19,Electrician,0.9,0,0.9,
20260322,19,Pest Control,0.9,1,0.1,0.1000
20260322,20,Carpenter,2.1,0,2.1,
20260322,20,Deep Cleaning,2.4,0,2.4,
20260322,20,Painter,1.0,1,0.0,0.0000
20260322,20,Plumber,0.9,1,0.1,0.1000
20260323,1,AC Service,9.8,8,1.8,0.2250
20260323,1,Appliance Repair,1.6,2,0.4,0.2000
20260323,1,Carpenter,1.3,0,1.3,
20260323,1,Deep Cleaning,1.8,2,0.2,0.1000
20260323,1,Painter,1.4,1,0.4,0.4000
20260323,1,Plumber,1.9,2,0.1,0.0500
20260323,2,AC Service,4.4,4,0.4,0.1000
20260323,2,Carpenter,0.9,0,0.9,
20260323,2,Deep Cleaning,2.8,3,0.2,0.0667
20260323,2,Electrician,1.1,1,0.1,0.1000
20260323,2,Painter,3.6,4,0.4,0.1000
20260323,2,Pest Control,1.1,1,0.1,0.1000
20260323,2,Plumber,1.1,1,0.1,0.1000
20260323,3,AC Service,6.5,5,1.5,0.3000
20260323,3,Carpenter,0.7,1,0.3,0.3000
20260323,3,Deep Cleaning,1.2,1,0.2,0.2000
20260323,4,AC Service,3.7,4,0.3,0.0750
20260323,4,Appliance Repair,3.2,3,0.2,0.0667
20260323,4,Carpenter,1.1,1,0.1,0.1000
20260323,4,Deep Cleaning,0.9,1,0.1,0.1000
20260323,4,Pest Control,0.9,1,0.1,0.1000
20260323,4,Plumber,1.9,2,0.1,0.0500
20260323,5,AC Service,0.9,1,0.1,0.1000
20260323,5,Appliance Repair,0.8,1,0.2,0.2000
20260323,5,Carpenter,2.2,2,0.2,0.1000
20260323,5,Electrician,1.1,1,0.1,0.1000
20260323,5,Pest Control,1.3,0,1.3,
20260323,5,Plumber,1.1,1,0.1,0.1000
20260323,6,AC Service,3.0,3,0.0,0.0000
20260323,6,Appliance Repair,1.0,1,0.0,0.0000
20260323,6,Carpenter,2.8,0,2.8,
20260323,6,Deep Cleaning,2.1,0,2.1,
20260323,6,Pest Control,0.9,1,0.1,0.1000
20260323,6,Plumber,0.7,0,0.7,
20260323,7,AC Service,1.1,1,0.1,0.1000
20260323,7,Carpenter,2.3,2,0.3,0.1500
20260323,7,Deep Cleaning,1.1,1,0.1,0.1000
20260323,7,Pest Control,0.9,1,0.1,0.1000
20260323,8,Appliance Repair,1.1,1,0.1,0.1000
20260323,8,Deep Cleaning,1.4,0,1.4,
20260323,8,Electrician,2.0,0,2.0,
20260323,8,Painter,1.0,1,0.0,0.0000
20260323,8,Plumber,0.8,0,0.8,
20260323,9,AC Service,2.1,2,0.1,0.0500
20260323,9,Appliance Repair,1.0,1,0.0,0.0000
20260323,9,Carpenter,0.9,1,0.1,0.1000
20260323,9,Electrician,1.2,1,0.2,0.2000
20260323,9,Plumber,2.4,2,0.4,0.2000
20260323,10,AC Service,0.9,1,0.1,0.1000
20260323,10,Appliance Repair,1.2,1,0.2,0.2000
20260323,10,Deep Cleaning,1.0,1,0.0,0.0000
20260323,10,Pest Control,1.0,1,0.0,0.0000
