BookingID,DateKey,BookingTimestamp,CustomerKey,ProKey,ServiceKey,AreaKey,Channel,BookingStatus,QuotedAmountINR,FinalAmountINR,DiscountINR,CommissionPct,PlatformRevenueINR,MaterialCostINR,PaymentMode,TimeToAssignMins,ResponseTimeMins,JobDurationMins,SLAMetFlag,CustomerRating,ReviewSentiment,IsRepeatCustomer,PredictedPriceINR,PredictedETAMins,ActualETAMins,MatchScore,FraudScore,ChurnRiskScore,IsFirstTimeFix,ReopenedWithin7Days
BK0032297,20260319,2026-03-19 11:52:08,8849,125,4,6,App,CancelledByPro,18210.00,0.00,2810.00,18.0,0.00,0.00,Wallet,8,26,,,,,1,17824,99,,0.885,0.055,0.322,,
BK0032298,20260319,2026-03-19 11:59:00,15331,59,16,8,App,Completed,1300.00,1360.00,230.00,20.0,272.00,345.29,Cash,8,25,96,1,5,Positive,1,1336,64,55,0.760,0.036,0.707,1,0
BK0032299,20260319,2026-03-19 12:03:41,11033,817,24,19,App,Completed,1560.00,1410.00,150.00,19.0,267.90,435.30,NetBanking,16,28,72,1,,,1,1552,74,65,0.939,0.059,0.398,1,0
BK0032300,20260319,2026-03-19 12:16:36,10822,497,6,9,Web,Completed,24880.00,24880.00,0.00,15.0,3732.00,11073.77,Card,36,54,1623,1,4,Positive,1,25152,56,51,0.759,0.017,0.464,1,0
BK0032301,20260319,2026-03-19 12:16:52,16131,428,23,7,App,Completed,3280.00,2770.00,510.00,19.0,526.30,1147.78,Card,19,49,119,0,3,Neutral,0,3255,148,161,0.716,0.007,0.056,0,0
BK0032302,20260319,2026-03-19 12:18:00,1668,146,36,14,App,Completed,1210.00,1000.00,210.00,20.0,200.00,294.96,UPI,8,13,64,1,4,Positive,1,1114,57,62,0.896,0.039,0.186,1,0
BK0032303,20260319,2026-03-19 12:21:25,16132,104,34,8,App,Rescheduled,1330.00,0.00,0.00,20.0,0.00,0.00,UPI,5,21,,,,,0,1222,122,,0.871,0.037,0.457,,
BK0032304,20260319,2026-03-19 12:25:10,10400,23,22,2,App,Completed,2370.00,2190.00,180.00,19.0,416.10,564.54,Card,9,30,121,0,4,Positive,1,2391,100,115,0.767,0.082,0.010,1,0
BK0032305,20260319,2026-03-19 12:26:13,16133,22,14,15,App,Completed,1060.00,990.00,70.00,19.0,188.10,116.09,Card,6,32,72,1,5,Positive,0,1350,69,63,0.963,0.103,0.706,1,0
BK0032306,20260319,2026-03-19 12:32:49,16134,668,21,16,App,Completed,950.00,790.00,160.00,19.0,150.10,77.72,Cash,4,27,102,1,,,0,796,79,57,0.581,0.070,0.377,1,0
BK0032307,20260319,2026-03-19 13:02:39,14499,581,21,3,Phone,Completed,970.00,980.00,50.00,19.0,186.20,130.05,Card,7,23,47,1,,,1,850,56,60,0.775,0.155,0.164,1,0
BK0032308,20260319,2026-03-19 13:18:20,14769,535,14,2,App,Completed,890.00,780.00,110.00,22.0,171.60,80.98,UPI,4,28,86,1,,,1,865,90,79,0.812,0.030,0.345,1,0
BK0032309,20260319,2026-03-19 13:30:51,16135,411,33,3,Web,Completed,1040.00,930.00,110.00,17.0,158.10,302.49,UPI,11,44,74,1,4,Positive,0,1098,60,45,0.900,0.161,0.179,1,1
BK0032310,20260319,2026-03-19 13:36:47,3431,5,24,20,Web,CancelledByCustomer,1610.00,0.00,0.00,19.0,0.00,0.00,UPI,9,51,,,,,1,1353,57,,0.671,0.017,0.310,,
BK0032311,20260319,2026-03-19 13:46:31,8780,153,36,11,App,Completed,900.00,900.00,0.00,20.0,180.00,303.10,Card,8,15,54,0,4,Positive,1,982,76,115,0.660,0.115,0.403,0,0
BK0032312,20260319,2026-03-19 14:33:59,2438,23,21,10,Web,Completed,700.00,700.00,0.00,19.0,133.00,88.91,Wallet,20,20,33,1,5,Positive,1,608,73,70,0.575,0.127,0.432,1,0
BK0032313,20260319,2026-03-19 14:35:15,269,81,1,3,WhatsApp,Completed,910.00,730.00,180.00,18.0,131.40,136.68,Card,10,20,83,1,5,Positive,1,740,71,73,0.874,0.124,0.067,1,0
BK0032314,20260319,2026-03-19 14:38:07,10859,81,36,2,App,CancelledByCustomer,1540.00,0.00,0.00,20.0,0.00,0.00,UPI,7,23,,,,,1,1242,111,,0.871,0.088,0.213,,
BK0032315,20260319,2026-03-19 14:45:53,16136,23,22,2,App,Completed,2260.00,2000.00,260.00,19.0,380.00,426.91,Card,6,43,142,1,5,Positive,0,2146,48,46,0.678,0.082,0.378,1,0
BK0032316,20260319,2026-03-19 15:02:29,2863,321,26,7,Web,Completed,1110.00,940.00,170.00,22.0,206.80,128.09,UPI,12,48,162,1,4,Positive,1,1084,58,59,0.736,0.058,0.051,1,0
BK0032317,20260319,2026-03-19 15:07:34,13632,687,29,10,App,Completed,1800.00,1800.00,0.00,21.0,378.00,486.50,Wallet,24,38,126,1,,,1,1777,60,40,0.797,0.040,0.333,1,0
BK0032318,20260319,2026-03-19 15:27:06,16137,22,28,18,App,Completed,1120.00,1160.00,200.00,22.0,255.20,187.29,UPI,7,50,100,1,,,0,1177,37,18,0.872,0.004,0.515,1,0
BK0032319,20260319,2026-03-19 15:31:41,16138,195,31,7,App,Completed,1340.00,1090.00,250.00,21.0,228.90,389.68,UPI,11,13,84,1,5,Positive,0,1781,57,72,0.807,0.001,0.376,1,0
BK0032320,20260319,2026-03-19 15:35:07,16139,786,33,1,WhatsApp,Completed,1310.00,1070.00,240.00,20.0,214.00,331.36,Cash,6,33,102,1,5,Positive,0,1292,74,89,0.701,0.030,0.552,1,0
BK0032321,20260319,2026-03-19 15:43:42,16140,239,12,5,App,Completed,420.00,420.00,0.00,22.0,92.40,61.47,UPI,13,21,43,0,5,Positive,0,408,99,98,0.852,0.021,0.194,1,0
BK0032322,20260319,2026-03-19 16:19:51,15675,296,36,12,App,Completed,1360.00,1120.00,240.00,20.0,224.00,311.32,UPI,10,95,104,1,5,Positive,1,1761,70,89,0.781,0.050,0.686,1,0
BK0032323,20260319,2026-03-19 16:22:54,11399,426,21,6,WhatsApp,Completed,710.00,710.00,0.00,19.0,134.90,77.83,UPI,19,37,46,1,5,Positive,1,695,47,59,0.763,0.012,0.146,1,0
BK0032324,20260319,2026-03-19 16:39:54,15607,668,24,16,App,Completed,2200.00,2200.00,0.00,19.0,418.00,705.20,UPI,17,10,105,0,,,1,2133,114,113,0.757,0.055,0.474,1,0
BK0032325,20260319,2026-03-19 16:42:59,16141,401,18,14,Web,Completed,920.00,920.00,0.00,20.0,184.00,138.34,UPI,14,35,72,1,4,Positive,0,915,76,66,0.930,0.828,0.446,1,0
BK0032326,20260319,2026-03-19 16:55:59,11127,822,1,7,WhatsApp,Completed,880.00,740.00,140.00,18.0,133.20,159.28,UPI,10,37,83,1,,,1,744,39,61,0.720,0.133,0.482,1,0
BK0032327,20260319,2026-03-19 17:09:17,3297,646,33,15,Web,CancelledByCustomer,1010.00,0.00,70.00,20.0,0.00,0.00,UPI,24,20,,,,,1,913,102,,0.674,0.062,0.331,,
BK0032328,20260319,2026-03-19 17:13:30,16142,441,34,4,App,Completed,2160.00,2160.00,0.00,20.0,432.00,878.08,UPI,9,28,162,0,3,Neutral,0,2138,159,169,0.884,0.048,0.224,1,0
BK0032329,20260319,2026-03-19 17:17:46,16143,277,21,13,WhatsApp,Completed,990.00,990.00,0.00,19.0,188.10,127.82,UPI,12,22,54,1,4,Positive,0,890,54,55,0.890,0.070,0.528,1,0
BK0032330,20260319,2026-03-19 17:23:59,1862,326,25,7,WhatsApp,Completed,4670.00,4670.00,0.00,22.0,1027.40,739.17,Wallet,21,42,350,1,5,Positive,1,4373,54,35,0.807,0.031,0.564,1,0
BK0032331,20260319,2026-03-19 17:29:09,14378,426,24,11,WhatsApp,Completed,1960.00,1660.00,300.00,19.0,315.40,620.01,UPI,7,9,92,1,5,Positive,1,1883,51,64,0.885,0.087,0.181,1,0
BK0032332,20260319,2026-03-19 17:35:15,16144,496,20,9,Web,Completed,680.00,680.00,0.00,20.0,136.00,156.31,UPI,6,61,33,1,,,0,664,70,66,0.667,0.128,0.169,1,0
BK0032333,20260319,2026-03-19 17:49:47,13569,687,29,1,WhatsApp,Completed,1490.00,1490.00,0.00,21.0,312.90,539.08,UPI,9,17,86,1,,,1,1790,72,72,0.900,0.042,0.266,0,1
BK0032334,20260319,2026-03-19 17:51:04,10815,19,30,15,App,Completed,6590.00,6590.00,0.00,21.0,1383.90,3020.91,Cash,8,66,452,1,4,Positive,1,5238,60,59,0.732,0.053,0.075,1,0
BK0032335,20260319,2026-03-19 17:52:26,11711,523,24,3,App,Completed,2380.00,2380.00,0.00,19.0,452.20,805.05,UPI,8,36,72,1,5,Positive,1,2492,36,32,0.704,0.012,0.030,1,0
BK0032336,20260319,2026-03-19 17:58:32,16145,387,27,12,App,Completed,2870.00,2330.00,540.00,22.0,512.60,306.99,UPI,8,12,192,1,,,0,3376,80,69,0.730,0.032,0.434,1,1
BK0032337,20260319,2026-03-19 17:59:21,16146,397,35,12,WhatsApp,Completed,670.00,620.00,50.00,20.0,124.00,215.34,UPI,11,8,70,1,5,Positive,0,634,85,81,0.800,0.109,0.324,1,0
BK0032338,20260319,2026-03-19 18:01:31,13293,59,18,1,App,Completed,570.00,470.00,100.00,20.0,94.00,73.72,Cash,11,21,45,1,4,Positive,1,628,70,57,0.676,0.039,0.206,1,0
BK0032339,20260319,2026-03-19 18:15:12,16147,638,28,3,App,NoShow,1790.00,0.00,0.00,22.0,0.00,0.00,Wallet,16,58,,,,,0,1922,112,,0.895,0.115,0.528,,
BK0032340,20260319,2026-03-19 18:18:12,16148,170,22,11,App,Rescheduled,1840.00,0.00,260.00,19.0,0.00,0.00,UPI,13,12,,,,,0,1940,58,,0.825,0.135,0.077,,
BK0032341,20260319,2026-03-19 18:23:37,16149,235,6,4,Phone,Completed,34540.00,34540.00,0.00,15.0,5181.00,16034.36,Wallet,8,58,1658,1,5,Positive,0,30288,64,43,0.915,0.028,0.534,1,0
BK0032342,20260319,2026-03-19 18:26:37,16150,164,27,14,WhatsApp,CancelledByCustomer,2570.00,0.00,0.00,22.0,0.00,0.00,Cash,12,26,,,,,0,2259,22,,0.650,0.011,0.220,,
BK0032343,20260319,2026-03-19 18:27:41,16151,444,18,6,App,Completed,700.00,570.00,130.00,20.0,114.00,76.98,Cash,17,22,49,1,5,Positive,0,759,92,76,0.800,0.058,0.519,1,0
BK0032344,20260319,2026-03-19 18:28:04,16152,179,21,3,WhatsApp,Completed,730.00,680.00,140.00,19.0,129.20,73.34,UPI,9,16,94,1,,,0,630,63,58,0.949,0.033,0.466,1,0
BK0032345,20260319,2026-03-19 18:38:50,4097,315,28,13,App,CancelledByPro,1410.00,0.00,0.00,22.0,0.00,0.00,UPI,11,42,,,,,1,1369,60,,0.872,0.172,0.338,,
BK0032346,20260319,2026-03-19 18:41:24,16153,581,21,5,App,Completed,700.00,580.00,120.00,19.0,110.20,66.08,Card,13,22,98,1,4,Positive,0,802,82,78,0.653,0.105,0.070,1,0
BK0032347,20260319,2026-03-19 18:42:15,14630,738,28,6,App,Completed,1780.00,1690.00,90.00,22.0,371.80,234.09,Cash,8,18,176,1,,,1,1561,68,55,0.697,0.027,0.569,1,0
BK0032348,20260319,2026-03-19 18:56:43,7929,626,7,10,App,Completed,35690.00,35690.00,0.00,15.0,5353.50,17133.17,UPI,15,32,2391,1,4,Positive,1,35476,59,53,0.739,0.099,0.580,0,0
BK0032349,20260319,2026-03-19 19:05:14,16154,315,27,1,App,Completed,2120.00,2200.00,250.00,22.0,484.00,269.42,Card,6,14,260,1,,,0,2526,42,35,0.884,0.075,0.384,1,0
BK0032350,20260319,2026-03-19 19:24:58,781,332,30,5,Web,Completed,6850.00,6850.00,0.00,21.0,1438.50,3095.75,UPI,32,32,552,1,,,1,6522,80,69,0.740,0.106,0.379,1,0
BK0032351,20260319,2026-03-19 19:34:21,16155,512,1,16,Web,Completed,870.00,740.00,130.00,18.0,133.20,162.05,Cash,29,25,108,1,5,Positive,0,886,94,89,0.887,0.158,0.177,0,0
BK0032352,20260319,2026-03-19 19:48:47,15037,822,3,4,App,Completed,1310.00,1310.00,0.00,18.0,235.80,301.50,Cash,18,14,84,1,4,Positive,1,1419,51,37,0.928,0.053,0.091,1,0
BK0032353,20260319,2026-03-19 19:58:02,10217,707,11,14,App,Completed,910.00,820.00,90.00,22.0,180.40,159.22,UPI,6,60,41,1,,,1,889,80,73,0.713,0.058,0.557,1,0
BK0032354,20260319,2026-03-19 20:18:24,10595,292,24,11,Web,Completed,2080.00,1800.00,280.00,19.0,342.00,594.35,UPI,5,23,62,1,4,Positive,1,1960,64,69,0.791,0.010,0.437,1,0
BK0032355,20260319,2026-03-19 20:45:19,5130,626,6,11,App,Completed,31560.00,25720.00,5840.00,15.0,3858.00,11044.59,Cash,8,60,1416,1,4,Positive,1,28242,56,59,0.791,0.019,0.010,1,0
BK0032356,20260319,2026-03-19 21:06:53,16156,16,5,9,App,Completed,910.00,910.00,0.00,18.0,163.80,113.48,Card,13,15,61,1,5,Positive,0,865,40,50,0.843,0.047,0.396,1,0
BK0032357,20260319,2026-03-19 21:09:48,16157,125,3,4,App,Completed,930.00,930.00,0.00,18.0,167.40,249.58,Wallet,5,21,103,1,3,Neutral,0,750,71,89,0.791,0.047,0.492,1,1
BK0032358,20260319,2026-03-19 21:14:12,16158,59,18,1,Web,Completed,630.00,630.00,0.00,17.0,107.10,95.21,UPI,5,18,38,1,4,Positive,0,596,40,35,0.615,0.042,0.334,1,0
BK0032359,20260319,2026-03-19 21:17:35,16159,507,25,2,WhatsApp,Completed,5830.00,5510.00,320.00,22.0,1212.20,940.29,UPI,11,14,502,1,5,Positive,0,5224,60,45,0.819,0.027,0.374,1,1
BK0032360,20260319,2026-03-19 21:26:22,16160,195,31,6,Web,Completed,1440.00,1440.00,210.00,21.0,302.40,476.20,Wallet,8,16,79,1,5,Positive,0,1478,64,56,0.883,0.158,0.431,1,0
BK0032361,20260319,2026-03-19 21:29:38,5037,252,21,1,App,Completed,970.00,800.00,170.00,19.0,152.00,116.11,UPI,6,6,73,1,4,Positive,1,1069,32,43,0.824,0.102,0.411,1,0
BK0032362,20260319,2026-03-19 21:32:20,16161,164,25,7,Web,Completed,5750.00,4660.00,1090.00,22.0,1025.20,722.77,Card,10,47,294,1,,,0,6094,29,48,0.625,0.024,0.559,1,0
BK0032363,20260319,2026-03-19 21:59:29,1380,242,20,11,App,Completed,740.00,740.00,0.00,20.0,148.00,141.17,UPI,5,24,55,1,4,Positive,1,849,46,26,0.732,0.012,0.287,1,0
BK0032364,20260319,2026-03-19 22:06:10,13462,817,24,5,WhatsApp,Completed,1610.00,1470.00,140.00,19.0,279.30,438.04,UPI,4,29,87,1,,,1,1370,40,44,0.872,0.030,0.621,1,0
BK0032365,20260319,2026-03-19 22:17:02,16162,529,16,2,App,Completed,1690.00,1690.00,0.00,20.0,338.00,427.85,UPI,4,31,64,1,,,0,1740,68,70,0.786,0.078,0.388,1,0
BK0032366,20260319,2026-03-19 22:29:35,2136,796,11,7,App,CancelledByPro,960.00,0.00,0.00,22.0,0.00,0.00,UPI,6,15,,,,,1,857,65,,0.769,0.001,0.144,,
BK0032367,20260319,2026-03-19 22:30:27,11050,104,33,13,App,Completed,1240.00,1060.00,180.00,20.0,212.00,320.52,Card,9,58,74,1,,,1,1642,86,84,0.999,0.050,0.278,1,0
BK0032368,20260319,2026-03-19 22:50:27,16163,148,24,2,WhatsApp,Completed,2080.00,2080.00,0.00,19.0,395.20,655.24,UPI,8,17,117,0,,,0,2118,128,140,0.772,0.047,0.329,1,0
BK0032369,20260320,2026-03-20 06:41:39,13479,469,33,15,App,Rescheduled,1450.00,0.00,210.00,20.0,0.00,0.00,UPI,12,22,,,,,1,1656,46,,0.816,0.792,0.626,,
BK0032370,20260320,2026-03-20 06:59:47,12467,779,36,6,Web,Completed,1250.00,1050.00,200.00,20.0,210.00,257.64,UPI,4,18,81,1,5,Positive,1,1420,35,46,0.854,0.070,0.435,1,0
BK0032371,20260320,2026-03-20 07:04:11,5967,341,21,5,App,Completed,610.00,560.00,50.00,19.0,106.40,66.29,UPI,9,15,72,1,,,1,590,39,34,0.692,0.037,0.342,1,0
BK0032372,20260320,2026-03-20 07:19:15,16164,170,21,9,App,Completed,630.00,630.00,0.00,19.0,119.70,75.67,UPI,24,20,57,1,4,Positive,0,647,56,46,0.999,0.108,0.312,1,0
BK0032373,20260320,2026-03-20 07:24:06,3040,431,21,17,App,Completed,680.00,680.00,0.00,19.0,129.20,89.12,Wallet,12,29,60,1,5,Positive,1,716,67,89,0.890,0.037,0.022,1,0
BK0032374,20260320,2026-03-20 07:39:01,9656,53,21,1,App,Completed,890.00,770.00,120.00,19.0,146.30,103.58,Cash,22,25,45,1,5,Positive,1,975,52,53,0.847,0.041,0.451,1,0
BK0032375,20260320,2026-03-20 08:04:37,16165,22,12,15,App,Completed,460.00,460.00,0.00,22.0,101.20,86.21,Wallet,10,14,46,1,5,Positive,0,409,76,73,0.887,0.058,0.070,1,0
BK0032376,20260320,2026-03-20 08:28:50,5493,53,21,16,Phone,NoShow,690.00,0.00,120.00,19.0,0.00,0.00,UPI,14,25,,,,,1,663,111,,0.871,0.084,0.165,,
BK0032377,20260320,2026-03-20 08:30:56,6020,447,17,3,App,Completed,1430.00,1430.00,0.00,20.0,286.00,527.10,UPI,12,15,157,0,5,Positive,1,1591,82,99,0.873,0.084,0.334,1,0
BK0032378,20260320,2026-03-20 08:33:30,9538,529,20,15,Phone,Completed,890.00,740.00,150.00,20.0,148.00,145.88,UPI,4,27,50,0,3,Neutral,1,959,105,107,0.807,0.056,0.365,0,0
BK0032379,20260320,2026-03-20 08:34:40,15443,638,27,3,Phone,Completed,2810.00,2610.00,200.00,22.0,574.20,347.60,Cash,5,30,254,1,4,Positive,1,2945,69,79,0.651,0.141,0.091,1,0
BK0032380,20260320,2026-03-20 08:41:53,13872,830,11,1,WhatsApp,Completed,920.00,760.00,160.00,22.0,167.20,136.70,UPI,5,28,74,1,4,Positive,1,919,84,80,0.725,0.034,0.283,1,0
BK0032381,20260320,2026-03-20 08:42:28,9416,53,21,10,Web,Completed,720.00,700.00,110.00,16.0,112.00,79.57,UPI,8,41,51,1,5,Positive,1,687,55,43,0.954,0.105,0.434,1,0
BK0032382,20260320,2026-03-20 09:02:17,14025,312,35,11,App,Completed,1090.00,1090.00,0.00,20.0,218.00,305.28,UPI,10,13,68,1,5,Positive,1,956,55,74,0.971,0.090,0.579,1,0
BK0032383,20260320,2026-03-20 09:15:52,13570,359,21,9,App,Completed,840.00,780.00,60.00,19.0,148.20,94.69,UPI,10,16,48,1,5,Positive,1,938,40,44,0.906,0.092,0.461,1,0
BK0032384,20260320,2026-03-20 09:24:37,10870,81,3,7,WhatsApp,CancelledByCustomer,910.00,0.00,0.00,18.0,0.00,0.00,Cash,8,28,,,,,1,998,70,,0.979,0.104,0.347,,
BK0032385,20260320,2026-03-20 09:35:52,7098,545,8,4,App,Completed,11370.00,11370.00,0.00,15.0,1705.50,4406.49,Card,33,38,611,1,5,Positive,1,11031,76,65,0.645,0.056,0.391,1,0
BK0032386,20260320,2026-03-20 09:39:50,15058,413,21,2,WhatsApp,Completed,570.00,510.00,60.00,19.0,96.90,56.76,Cash,13,40,63,1,4,Positive,1,617,70,56,0.756,0.090,0.294,1,0
BK0032387,20260320,2026-03-20 09:40:02,14703,166,21,3,App,Completed,1000.00,860.00,140.00,19.0,163.40,104.13,NetBanking,5,56,48,1,,,1,874,61,59,0.749,0.179,0.590,1,0
BK0032388,20260320,2026-03-20 09:41:19,16166,792,18,6,App,Completed,560.00,560.00,0.00,20.0,112.00,81.50,UPI,5,23,53,0,,,0,765,153,168,0.762,0.032,0.301,1,0
BK0032389,20260320,2026-03-20 09:51:41,16167,125,2,5,WhatsApp,Completed,33050.00,33050.00,0.00,18.0,5949.00,18407.57,UPI,21,54,627,1,5,Positive,0,29711,41,36,0.955,0.036,0.343,1,0
BK0032390,20260320,2026-03-20 10:01:13,1806,375,27,16,WhatsApp,Completed,1890.00,1890.00,0.00,22.0,415.80,249.41,NetBanking,29,29,177,1,5,Positive,1,1903,72,82,0.895,0.049,0.459,1,0
BK0032391,20260320,2026-03-20 10:02:02,16168,835,17,17,App,CancelledByPro,1190.00,0.00,60.00,20.0,0.00,0.00,UPI,13,23,,,,,0,941,68,,0.572,0.001,0.527,,
BK0032392,20260320,2026-03-20 10:03:17,16169,472,21,3,Web,Completed,820.00,670.00,150.00,19.0,127.30,73.01,UPI,6,60,61,1,,,0,667,64,64,0.818,0.038,0.011,1,0
BK0032393,20260320,2026-03-20 10:03:24,16170,782,36,14,Web,Completed,1580.00,1370.00,210.00,20.0,274.00,421.77,Cash,4,31,109,1,4,Positive,0,1890,56,53,0.616,0.132,0.084,0,1
BK0032394,20260320,2026-03-20 10:04:45,16171,490,14,6,Web,CancelledByCustomer,1030.00,0.00,0.00,22.0,0.00,0.00,UPI,6,16,,,,,0,910,56,,0.822,0.094,0.346,,
BK0032395,20260320,2026-03-20 10:12:14,7383,847,21,17,App,CancelledByPro,610.00,0.00,0.00,19.0,0.00,0.00,UPI,26,12,,,,,1,608,56,,0.827,0.040,0.477,,
BK0032396,20260320,2026-03-20 10:15:05,11818,387,27,2,App,Completed,2180.00,2180.00,0.00,22.0,479.60,312.41,UPI,7,17,181,1,,,1,2347,77,80,0.833,0.768,0.201,1,0
BK0032397,20260320,2026-03-20 10:22:10,16172,279,21,14,App,Completed,700.00,600.00,100.00,19.0,114.00,75.55,UPI,6,19,53,1,,,0,716,70,67,0.771,0.056,0.319,1,0
BK0032398,20260320,2026-03-20 10:39:29,10427,209,21,15,App,Completed,620.00,580.00,40.00,19.0,110.20,72.86,UPI,5,6,43,1,,,1,589,63,61,0.614,0.029,0.297,1,0
BK0032399,20260320,2026-03-20 10:43:11,4295,279,22,15,App,NoShow,2110.00,0.00,120.00,19.0,0.00,0.00,UPI,11,32,,,,,1,2324,64,,0.842,0.004,0.580,,
BK0032400,20260320,2026-03-20 10:47:56,3248,426,24,1,App,Completed,2110.00,1930.00,180.00,19.0,366.70,672.41,UPI,8,32,123,1,5,Positive,1,2060,82,73,0.797,0.076,0.367,1,0
BK0032401,20260320,2026-03-20 11:05:52,16173,407,13,1,App,Completed,3380.00,3380.00,0.00,22.0,743.60,1552.93,Wallet,5,32,376,1,,,0,3994,42,25,0.921,0.123,0.518,1,0
BK0032402,20260320,2026-03-20 11:07:55,16174,848,11,2,WhatsApp,CancelledByCustomer,990.00,0.00,0.00,22.0,0.00,0.00,UPI,6,19,,,,,0,1024,41,,0.771,0.005,0.606,,
BK0032403,20260320,2026-03-20 11:24:41,15261,188,25,4,Web,Completed,6090.00,6090.00,0.00,22.0,1339.80,921.12,Cash,12,30,340,1,5,Positive,1,6463,67,77,0.800,0.144,0.162,1,0
BK0032404,20260320,2026-03-20 11:54:51,9832,728,25,2,App,Completed,6550.00,5520.00,1030.00,22.0,1214.40,1037.65,Cash,4,58,335,1,,,1,7266,55,47,0.608,0.070,0.390,1,0
BK0032405,20260320,2026-03-20 12:08:20,16175,622,27,12,App,Completed,2190.00,1820.00,370.00,22.0,400.40,253.42,UPI,24,27,155,1,,,0,2037,60,75,0.871,0.103,0.501,1,0
BK0032406,20260320,2026-03-20 12:13:46,13571,447,20,15,Phone,Completed,960.00,870.00,90.00,20.0,174.00,226.43,Cash,8,57,56,1,4,Positive,1,978,50,50,0.844,0.094,0.316,1,0
BK0032407,20260320,2026-03-20 12:23:45,16176,421,23,1,App,Completed,2810.00,2450.00,360.00,19.0,465.50,945.61,UPI,6,25,139,1,4,Positive,0,2930,15,21,0.792,0.156,0.666,1,0
BK0032408,20260320,2026-03-20 12:35:49,14320,421,24,1,App,Completed,2400.00,2060.00,340.00,19.0,391.40,695.96,UPI,5,31,138,1,5,Positive,1,2198,52,40,0.759,0.044,0.618,1,0
BK0032409,20260320,2026-03-20 12:38:23,10341,170,21,2,App,CancelledByCustomer,680.00,0.00,130.00,19.0,0.00,0.00,Card,8,31,,,,,1,736,50,,0.732,0.079,0.323,,
BK0032410,20260320,2026-03-20 12:41:36,11290,441,33,14,App,Rescheduled,1730.00,0.00,0.00,20.0,0.00,0.00,Wallet,12,27,,,,,1,1722,49,,0.759,0.082,0.267,,
BK0032411,20260320,2026-03-20 13:01:01,16177,188,27,16,Web,NoShow,3030.00,0.00,170.00,22.0,0.00,0.00,Cash,4,20,,,,,0,3969,58,,0.879,0.036,0.332,,
BK0032412,20260320,2026-03-20 13:06:34,5146,5,21,4,App,Completed,790.00,790.00,0.00,19.0,150.10,97.15,NetBanking,21,9,61,1,4,Positive,1,767,60,79,0.738,0.080,0.204,1,0
BK0032413,20260320,2026-03-20 13:22:04,16178,188,26,3,App,Completed,1660.00,1660.00,0.00,19.0,315.40,216.17,UPI,19,43,119,0,3,Neutral,0,1329,93,117,0.739,0.110,0.365,1,0
BK0032414,20260320,2026-03-20 13:22:08,15760,120,28,3,Web,Rescheduled,1560.00,0.00,240.00,22.0,0.00,0.00,UPI,11,14,,,,,1,1629,78,,0.595,0.018,0.223,,
BK0032415,20260320,2026-03-20 13:23:41,15328,170,21,8,App,NoShow,540.00,0.00,80.00,19.0,0.00,0.00,UPI,15,13,,,,,1,538,54,,0.963,0.008,0.261,,
BK0032416,20260320,2026-03-20 13:33:27,12885,642,15,16,WhatsApp,CancelledByCustomer,1680.00,0.00,0.00,22.0,0.00,0.00,UPI,7,11,,,,,1,1447,74,,0.819,0.106,0.042,,
BK0032417,20260320,2026-03-20 13:55:10,16179,658,29,3,Web,Completed,1990.00,1990.00,0.00,21.0,417.90,533.15,UPI,6,22,81,1,4,Positive,0,2138,44,63,0.899,0.111,0.419,1,1
BK0032418,20260320,2026-03-20 14:02:49,13932,312,37,9,App,Completed,1300.00,1040.00,260.00,20.0,208.00,211.99,UPI,9,16,84,1,4,Positive,1,1548,79,80,0.787,0.936,0.607,1,0
BK0032419,20260320,2026-03-20 14:43:17,16180,207,27,14,Web,Completed,2390.00,1930.00,460.00,22.0,424.60,286.43,UPI,14,18,158,1,,,0,1759,47,32,0.764,0.015,0.509,1,0
BK0032420,20260320,2026-03-20 14:45:18,13737,812,21,11,Web,Completed,590.00,590.00,0.00,19.0,112.10,77.82,NetBanking,9,16,96,1,5,Positive,1,679,67,77,0.694,0.080,0.160,1,0
BK0032421,20260320,2026-03-20 14:49:32,13239,312,33,4,App,Completed,1180.00,1120.00,170.00,20.0,224.00,395.93,Cash,13,17,99,1,4,Positive,1,1366,54,66,0.833,0.059,0.489,1,0
BK0032422,20260320,2026-03-20 15:01:51,13623,236,26,5,Web,Completed,1570.00,1570.00,0.00,22.0,345.40,171.09,NetBanking,14,17,99,1,5,Positive,1,1397,62,50,0.731,0.035,0.313,0,0
BK0032423,20260320,2026-03-20 15:03:37,10515,421,21,12,WhatsApp,Completed,770.00,770.00,0.00,19.0,146.30,96.19,Wallet,6,14,44,1,4,Positive,1,834,74,71,0.783,0.065,0.451,1,1
BK0032424,20260320,2026-03-20 15:28:07,4890,465,26,20,Web,Completed,1300.00,1120.00,180.00,22.0,246.40,121.55,Cash,12,32,103,1,4,Positive,1,1533,39,47,0.807,0.057,0.405,1,0
BK0032425,20260320,2026-03-20 15:31:14,16181,724,21,2,App,CancelledByPro,880.00,0.00,0.00,19.0,0.00,0.00,UPI,9,10,,,,,0,922,66,,0.803,0.058,0.542,,
BK0032426,20260320,2026-03-20 15:34:11,483,244,12,5,App,Completed,340.00,360.00,20.00,22.0,79.20,65.26,Cash,8,22,38,1,4,Positive,1,332,63,54,0.465,0.033,0.216,1,0
